1532987814.747579,0
1532987814.773089,0
1532987814.796007,0
1532987814.818780,0
1532987814.844350,0
1532987814.862993,0
1532987814.881151,0
1532987814.899212,0
1532987814.916238,0
1532987814.934728,0
1532987814.951901,0
1532987814.970134,0
1532987814.990642,0
1532987815.009722,0
1532987815.028419,1
1532987815.046508,0
1532987815.064585,0
1532987815.081007,0
1532987815.098767,0
1532987815.117195,0
1532987815.133689,1
1532987815.152960,0
1532987815.169824,0
1532987815.188353,0
1532987815.212135,0
1532987815.230619,0
1532987815.248851,0
1532987815.267457,0
1532987815.285859,0
1532987815.304600,0
1532987815.322311,0
1532987815.343496,0
1532987815.361722,0
1532987815.379465,0
1532987815.397148,0
1532987815.414806,0
1532987815.434459,0
1532987815.453231,0
1532987815.471271,0
1532987815.488943,0
1532987815.507682,0
1532987815.525971,0
1532987815.544236,0
1532987815.561767,0
1532987815.581123,0
1532987815.599267,2
1532987815.618305,0
1532987815.636475,1
1532987815.654799,0
1532987815.673066,0
1532987815.691916,1
1532987815.716319,0
1532987815.735293,0
1532987815.753798,0
1532987815.772252,0
1532987815.790359,0
1532987815.808554,0
1532987815.825475,0
1532987815.841791,0
1532987815.859240,0
1532987815.876089,0
1532987815.892583,0
1532987815.908760,0
1532987815.927219,0
1532987815.943341,0
1532987815.959446,0
1532987815.975228,0
1532987815.995215,0
1532987816.012472,0
1532987816.029627,0
1532987816.046092,0
1532987816.065005,0
1532987816.083945,0
1532987816.103270,0
1532987816.120593,0
1532987816.136595,0
1532987816.153958,0
1532987816.171463,0
1532987816.188671,0
1532987816.206713,0
1532987816.222613,0
1532987816.240585,0
1532987816.258428,0
1532987816.276301,0
1532987816.294679,0
1532987816.311356,0
1532987816.330078,0
1532987816.347974,0
1532987816.365914,0
1532987816.381893,0
1532987816.400135,0
1532987816.416518,0
1532987816.432830,0
1532987816.449231,0
1532987816.466251,0
1532987816.483450,0
1532987816.503772,2
1532987816.523576,0
1532987816.540545,0
1532987816.557070,0
1532987816.573267,0
1532987816.589656,0
1532987816.605593,0
1532987816.621489,0
1532987816.638175,0
1532987816.655579,1
1532987816.672762,0
1532987816.690059,1
1532987816.707106,0
1532987816.724276,0
1532987816.741846,0
1532987816.758701,0
1532987816.775853,0
1532987816.792695,0
1532987816.808932,0
1532987816.825191,0
1532987816.841159,0
1532987816.857186,0
1532987816.873533,0
1532987816.889878,0
1532987816.906179,0
1532987816.922570,0
1532987816.937945,0
1532987816.953404,0
1532987816.968980,0
1532987816.985330,0
1532987817.002825,0
1532987817.020226,0
1532987817.037810,0
1532987817.055199,0
1532987817.070890,0
1532987817.087100,0
1532987817.106205,0
1532987817.126887,0
1532987817.145879,0
1532987817.164427,0
1532987817.183399,0
1532987817.201969,0
1532987817.220483,0
1532987817.238583,0
1532987817.256752,0
1532987817.275048,0
1532987817.292966,0
1532987817.309630,0
1532987817.327375,0
1532987817.345343,0
1532987817.361865,0
1532987817.379533,0
1532987817.395876,0
1532987817.413297,0
1532987817.430723,0
1532987817.448646,0
1532987817.468002,0
1532987817.484868,0
1532987817.501943,0
1532987817.518301,0
1532987817.536756,0
1532987817.553279,0
1532987817.571817,0
1532987817.589348,0
1532987817.605808,0
1532987817.622486,0
1532987817.638755,0
1532987817.656907,0
1532987817.674267,0
1532987817.693246,11
1532987817.709194,4
1532987817.726106,0
1532987817.742373,0
1532987817.759083,0
1532987817.776144,20
1532987817.793112,30
1532987817.810058,70
1532987817.826498,54
1532987817.843354,37
1532987817.859609,21
1532987817.876728,15
1532987817.892879,21
1532987817.909045,7
1532987817.926349,28
1532987817.942486,25
1532987817.959062,23
1532987817.975653,25
1532987817.992134,24
1532987818.009248,15
1532987818.026822,14
1532987818.043535,14
1532987818.060984,15
1532987818.077532,19
1532987818.094203,24
1532987818.111273,26
1532987818.128385,29
1532987818.146097,38
1532987818.162752,28
1532987818.179687,35
1532987818.196016,26
1532987818.213108,28
1532987818.229496,34
1532987818.245648,27
1532987818.262280,27
1532987818.279395,34
1532987818.295589,25
1532987818.311729,28
1532987818.328372,27
1532987818.345228,24
1532987818.362072,25
1532987818.378890,34
1532987818.394908,24
1532987818.411519,25
1532987818.428288,23
1532987818.444607,23
1532987818.461751,29
1532987818.478819,31
1532987818.496931,20
1532987818.513828,28
1532987818.530432,31
1532987818.548238,24
1532987818.565167,27
1532987818.582071,28
1532987818.599885,26
1532987818.616211,27
1532987818.634369,23
1532987818.651065,23
1532987818.668987,28
1532987818.686023,32
1532987818.703797,21
1532987818.720467,28
1532987818.737305,31
1532987818.755003,24
1532987818.772872,28
1532987818.790873,32
1532987818.808666,27
1532987818.824861,27
1532987818.841555,25
1532987818.858255,22
1532987818.874443,26
1532987818.890847,31
1532987818.907269,23
1532987818.923355,24
1532987818.940439,31
1532987818.956944,23
1532987818.973706,23
1532987818.989924,30
1532987819.006941,34
1532987819.024820,21
1532987819.041840,30
1532987819.059128,19
1532987819.077225,26
1532987819.094099,29
1532987819.110870,30
1532987819.128199,24
1532987819.146592,28
1532987819.164850,24
1532987819.181524,23
1532987819.220694,20
1532987819.265093,24
1532987819.293414,30
1532987819.312927,25
1532987819.333068,25
1532987819.352201,35
1532987819.370959,28
1532987819.390334,30
1532987819.409153,20
1532987819.428244,27
1532987819.447421,33
1532987819.465640,25
1532987819.484356,26
1532987819.503723,20
1532987819.522936,25
1532987819.541710,29
1532987819.559372,31
1532987819.577312,25
1532987819.596247,27
1532987819.615464,24
1532987819.635010,23
1532987819.654084,30
1532987819.672916,18
1532987819.691912,25
1532987819.711108,27
1532987819.729904,24
1532987819.749577,23
1532987819.768973,31
1532987819.788412,24
1532987819.807586,27
1532987819.826178,27
1532987819.845720,22
1532987819.863899,29
1532987819.883260,31
1532987819.900849,20
1532987819.919794,28
1532987819.936790,31
1532987819.954308,24
1532987819.971043,27
