1532987814.774401,0
1532987814.795560,0
1532987814.817442,0
1532987814.841180,0
1532987814.859950,0
1532987814.877385,0
1532987814.894810,0
1532987814.912502,0
1532987814.930198,0
1532987814.947540,0
1532987814.965655,0
1532987814.984320,0
1532987815.000746,0
1532987815.016908,0
1532987815.033883,0
1532987815.049491,0
1532987815.065017,0
1532987815.082171,0
1532987815.097667,0
1532987815.115050,0
1532987815.132824,0
1532987815.150036,0
1532987815.166609,0
1532987815.184626,0
1532987815.203378,0
1532987815.221668,0
1532987815.239814,0
1532987815.261618,0
1532987815.282002,0
1532987815.302475,0
1532987815.322243,0
1532987815.353370,0
1532987815.371579,0
1532987815.390705,0
1532987815.408624,0
1532987815.430598,0
1532987815.448933,0
1532987815.465176,0
1532987815.482774,0
1532987815.500943,0
1532987815.518262,0
1532987815.536065,0
1532987815.554076,0
1532987815.571733,0
1532987815.606597,0
1532987815.638391,0
1532987815.674924,0
1532987815.700085,0
1532987815.725721,0
1532987815.742994,0
1532987815.760257,0
1532987815.775926,0
1532987815.792055,0
1532987815.808296,0
1532987815.825963,0
1532987815.843803,0
1532987815.862014,0
1532987815.879773,0
1532987815.897654,0
1532987815.916173,0
1532987815.933251,0
1532987815.949842,0
1532987815.965339,0
1532987815.981142,0
1532987815.999844,0
1532987816.017398,0
1532987816.037607,0
1532987816.053799,0
1532987816.070431,0
1532987816.087728,0
1532987816.103694,0
1532987816.122029,0
1532987816.139142,0
1532987816.156725,0
1532987816.174131,0
1532987816.190549,0
1532987816.206283,0
1532987816.223989,0
1532987816.239668,0
1532987816.256091,0
1532987816.272342,0
1532987816.288707,0
1532987816.306819,0
1532987816.323675,0
1532987816.340225,0
1532987816.358053,0
1532987816.373914,0
1532987816.391311,0
1532987816.408971,0
1532987816.424704,0
1532987816.442214,0
1532987816.459475,0
1532987816.477879,0
1532987816.496250,0
1532987816.515197,0
1532987816.534428,0
1532987816.551163,0
1532987816.567262,0
1532987816.583742,0
1532987816.600151,0
1532987816.616686,0
1532987816.634425,0
1532987816.652273,0
1532987816.670050,0
1532987816.687409,0
1532987816.704600,0
1532987816.721878,0
1532987816.738693,0
1532987816.755253,0
1532987816.772190,0
1532987816.788834,0
1532987816.804841,0
1532987816.820089,0
1532987816.835304,0
1532987816.850512,0
1532987816.866051,0
1532987816.881771,0
1532987816.897957,0
1532987816.914589,0
1532987816.930703,0
1532987816.947247,0
1532987816.963832,0
1532987816.980695,0
1532987816.997506,0
