1532994049358930000,1.966529,5.909729,8.849091,10,3
1532994049371377000,25.080251,4.907423,8.671519,20,4
1532994049383513000,7.611338,7.367300,23.033928,40,4
1532994049397644000,12.564115,10.045472,36.080380,80,0
1532994049411842000,21.954947,11.261700,26.039735,40,0
1532994049430984000,29.279801,11.616005,16.349732,20,2
1532994049445149000,42.757786,11.437648,8.272168,20,2
1532994049459258000,56.004034,11.590267,4.131133,20,2
1532994049474081000,67.523722,11.569452,2.925185,20,2
1532994049490179000,19.172818,11.524400,10.225154,20,2
1532994049503346000,8.738884,12.006690,12.296080,20,2
1532994049515725000,9.179845,11.620188,11.859732,20,2
1532994049528377000,9.271708,11.629545,11.864059,20,2
1532994049540965000,9.568309,11.712403,11.614140,20,2
1532994049553992000,9.456547,11.797176,11.658107,20,2
1532994049566739000,9.400339,11.611718,12.602059,22,2
1532994049580388000,10.769001,11.540282,12.986633,24,2
1532994049592270000,12.965432,11.197069,12.528907,26,1
1532994049608065000,13.656250,11.545114,9.570502,16,2
1532994049622016000,11.630472,11.932637,9.582030,17,2
1532994049640588000,4.914808,12.467407,13.541173,18,2
1532994049655380000,6.604541,12.714145,13.691499,19,2
1532994049669659000,7.081866,12.338095,13.249816,20,2
1532994049685505000,9.785770,11.308394,12.399432,22,2
1532994049699209000,10.941438,11.340174,12.780342,24,2
1532994049712771000,10.626979,12.412146,14.256572,26,2
1532994049726147000,13.066377,11.783401,13.643532,28,2
1532994049737866000,15.378924,11.676831,13.300213,30,1
1532994049750678000,16.535507,11.816078,10.131547,20,2
1532994049762550000,18.390535,11.813818,8.630001,22,2
1532994049774647000,13.221570,11.836318,11.986517,24,2
1532994049786355000,12.259488,11.373025,13.084007,26,2
1532994049798243000,13.750000,11.553273,13.224415,28,2
1532994049810834000,14.827384,11.837107,13.604444,30,1
1532994049823652000,16.506733,11.829300,10.145786,20,2
1532994049835503000,18.447849,11.844589,8.604195,22,2
1532994049847423000,13.297405,11.567001,11.962484,24,2
1532994049859186000,12.029297,11.488000,13.204209,26,2
1532994049871095000,13.842116,11.504425,13.164115,28,2
1532994049883982000,14.818896,11.832959,13.602560,30,1
1532994049896848000,16.506733,11.829300,10.145786,20,2
1532994049909514000,19.132474,11.580312,8.439575,22,2
1532994049921408000,13.369531,11.673676,11.934390,24,2
1532994049933202000,12.029297,11.488000,13.204209,26,2
1532994049945813000,13.476807,11.697176,13.424103,28,2
1532994049958806000,14.875000,11.857358,13.579734,30,1
1532994049971675000,16.894809,11.728531,9.975793,20,2
1532994049983380000,19.390535,11.464400,8.335748,22,2
1532994049995127000,13.565179,11.700201,11.886743,24,2
1532994050007803000,12.041260,11.607548,13.241550,26,2
1532994050020849000,13.230714,11.886446,13.566783,28,2
1532994050033450000,15.076417,11.807098,13.483619,30,1
1532994050045238000,17.156989,11.624298,10.135273,20,2
1532994050057274000,19.040393,11.565243,8.434257,22,2
1532994050069145000,14.418139,11.488000,11.413252,24,2
1532994050081735000,11.668331,11.813849,13.488067,26,2
1532994050094751000,13.230714,11.886446,13.566783,28,1
1532994050107368000,15.429349,11.635730,9.610791,18,2
1532994050119160000,17.206075,11.624298,7.829776,19,2
1532994050131319000,11.061747,11.488000,11.091154,20,2
1532994050143783000,9.112876,11.680343,12.865617,22,2
1532994050156585000,10.089178,11.920719,13.406932,24,2
1532994050168467000,11.348907,11.957900,13.632330,26,2
1532994050180518000,13.832049,11.509453,13.169981,28,1
1532994050192015000,15.436267,11.488000,9.886219,18,2
1532994050204002000,17.322849,11.488000,7.795743,19,2
1532994050216728000,10.525569,11.877701,11.478856,20,2
1532994050229871000,8.703535,11.981001,13.159899,22,2
1532994050242668000,10.495859,11.540282,13.154368,24,2
1532994050254173000,12.148107,11.565007,13.164584,26,2
1532994050265979000,13.700913,11.553273,13.253019,28,1
1532994050278102000,15.023428,11.719916,10.076262,18,2
1532994050290953000,16.673024,11.803768,8.012302,19,2
1532994050303697000,10.618886,11.622279,11.346524,20,2
1532994050316263000,9.304044,11.595740,12.752122,22,2
1532994050328325000,10.362953,11.673676,13.183751,24,2
1532994050340019000,12.029297,11.488000,13.204209,26,2
1532994050352729000,13.245739,11.812590,13.558752,28,1
1532994050365450000,14.875000,11.857358,9.821451,18,2
1532994050377420000,16.880948,11.721914,7.923647,19,2
1532994050389054000,11.061747,11.488000,11.091154,20,2
1532994050400961000,9.349705,11.488000,12.656503,22,2
1532994050413208000,10.366180,11.556381,13.160143,24,2
1532994050425919000,11.526139,11.891635,13.579995,26,2
1532994050438802000,13.230714,11.886446,13.566783,28,1
1532994050451181000,15.700913,11.570390,9.504212,18,2
1532994050462966000,17.206075,11.624298,7.829776,19,2
1532994050475337000,11.061747,11.488000,11.091154,20,2
1532994050487842000,9.059230,11.714932,12.906035,22,2
1532994050500590000,10.046227,11.946688,13.438095,24,2
1532994050512616000,11.397994,11.938239,13.600595,26,2
1532994050524648000,13.875000,11.488000,13.144953,28,1
1532994050535980000,15.666458,11.382223,9.767219,18,2
1532994050548770000,16.963997,11.628442,7.926133,19,2
1532994050561759000,10.067682,11.999467,11.716831,20,2
1532994050574965000,9.233577,11.635092,12.804196,22,2
